Legend,Quartz,Plagioclase,Orthoclase,Muscovite,Biotite,Chlorite,Apatite,Pyroxene/Amphibole,Garnet,Epidote,Tourmaline,Other Silicates,Zircon,Titanite,Rutile,Ilmenite,Chromite,Fe oxides,Other oxides,Sulfides,Sulfates,Olivene,Other REE Minerals,Carbonates,Clay Minerals,Other Minerals,[Unclassified],Biotite-Ti,Clinochlore,Ankerite+clay
CC-17-1 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,19.90,23.55,12.12,18.56,20.57,20.03,24.25,3.58,13.33,0.00,12.50,4.44,0.00,17.43,11.64,0.00,11.91,6.55,0.19,0.00,10.13,8.08,3.37,5.60,25.23,8.51,11.91,0.00,100.00
Plagioclase,12.14,----,39.15,8.40,5.03,1.96,1.60,0.00,5.18,0.00,75.00,0.00,0.65,0.00,1.49,0.56,0.00,3.44,1.96,0.00,0.00,8.70,8.78,3.21,66.82,0.00,3.23,3.10,0.00,0.00
Orthoclase,13.15,22.36,----,7.62,5.08,2.85,1.85,0.88,0.45,0.00,0.00,0.00,0.89,0.00,0.29,0.00,0.00,1.78,2.06,0.00,0.00,0.00,4.48,0.00,0.78,0.00,2.04,2.85,0.00,0.00
Muscovite,0.96,17.10,3.17,----,10.63,19.61,0.00,0.66,0.00,0.00,0.00,0.00,0.46,0.00,0.91,13.46,0.00,0.11,0.07,18.93,0.00,0.81,2.66,0.00,6.79,0.00,1.11,1.85,0.00,0.00
Biotite,1.51,0.89,2.16,14.82,----,26.58,2.65,3.93,13.27,0.00,0.00,56.06,10.48,10.00,6.93,24.25,0.00,2.67,0.41,0.00,0.00,3.85,11.10,0.00,5.34,0.00,1.61,15.93,0.00,0.00
Chlorite,0.06,0.03,0.03,0.70,1.49,----,0.00,5.80,3.56,0.00,0.00,0.00,0.00,0.00,10.42,5.99,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.10,1.09,0.00,0.00
Apatite,0.32,0.24,0.67,0.00,0.28,0.00,----,0.00,0.00,0.00,0.00,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.16,3.37,0.03,0.00,0.09,0.00,0.00,0.00
Pyroxene/Amphibole,1.25,0.00,0.02,1.42,0.01,1.53,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,1.40,0.10,0.14,0.00,0.00,0.00,0.00,0.02,0.00,0.37,0.11,0.00,0.00
Garnet,0.00,0.07,0.00,0.00,0.59,2.02,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,17.75,0.00,0.00,0.54,0.00,0.03,1.17,0.00,0.00
Epidote,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tourmaline,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Silicates,0.00,0.00,0.00,0.00,0.05,0.00,0.33,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,0.00,0.00,0.00,0.00,0.00
Zircon,0.91,0.12,0.58,1.20,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,5.54,0.00,0.19,0.00,0.19,0.06,0.00,0.00
Titanite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rutile,0.23,0.01,0.00,0.01,0.39,8.40,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,----,11.76,0.00,0.35,0.00,0.00,0.00,2.60,0.00,0.00,1.02,0.00,0.08,0.60,0.00,0.00
Ilmenite,0.15,0.00,0.00,1.35,0.46,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.87,----,0.00,0.12,0.00,0.00,0.00,1.24,0.00,0.00,1.70,0.00,0.04,0.00,0.00,0.00
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.92,0.65,0.19,1.24,2.16,0.51,0.00,44.75,30.89,16.67,0.00,0.00,0.52,40.00,8.00,5.47,0.00,----,40.35,41.54,0.00,26.97,2.02,8.11,1.29,0.00,50.39,34.20,0.00,0.00
Other oxides,1.06,0.33,0.74,0.74,0.27,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.37,----,0.00,0.00,0.00,3.81,0.00,0.02,0.00,9.18,5.93,0.00,0.00
Sulfides,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.32,0.04,0.00,0.12,0.13,0.00,0.00,0.00,22.59,0.00,0.00,0.00,0.00,0.00,0.50,2.23,0.00,1.09,0.00,0.00,0.00,----,0.00,0.00,1.07,0.00,0.25,0.20,0.00,0.00
Other REE Minerals,0.19,0.18,0.79,2.78,3.97,0.05,2.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.89,0.00,0.00,0.17,0.00,0.00,0.00,----,0.00,0.02,0.00,0.34,0.00,0.00,0.00
Carbonates,0.00,0.09,0.00,0.00,0.00,0.00,20.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00
Clay Minerals,0.08,5.01,0.13,2.73,6.99,0.62,1.16,1.22,0.52,0.00,0.00,19.32,0.07,0.00,0.55,2.09,0.00,0.06,0.06,0.00,0.00,3.55,0.24,0.00,----,0.00,0.09,0.24,0.00,0.00
Other Minerals,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,0.06,0.49,0.35,0.96,5.33,9.29,0.00,1.37,11.22,0.00,0.00,0.00,0.94,0.00,1.69,0.00,0.00,5.20,3.14,0.00,0.00,4.15,0.00,0.00,0.01,0.00,2.35,----,0.00,0.00
Clinochlore,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00
Ankerite+clay,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----
[Unclassified],6.39,7.41,8.45,20.62,7.15,1.46,16.82,11.71,2.05,3.33,0.00,0.00,47.83,0.00,14.80,3.79,0.00,51.68,28.99,7.49,0.00,14.21,33.90,0.00,1.80,0.00,----,12.00,0.00,0.00
Free particles,60.17,24.98,20.02,23.17,29.25,0.26,33.33,3.09,6.68,66.67,25.00,0.00,32.38,50.00,6.95,17.86,0.00,3.50,16.13,31.70,0.00,6.05,9.24,81.95,4.70,74.77,19.90,8.77,0.00,0.00
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
CC-17-GR - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,34.81,33.87,26.55,20.71,18.53,7.13,23.21,10.27,0.91,55.57,6.03,27.33,0.00,9.56,11.06,0.00,20.99,16.51,15.22,50.37,40.48,12.31,21.38,5.63,0.00,14.10,15.12,0.00,0.00
Plagioclase,45.17,----,55.28,35.72,28.68,10.28,64.44,25.57,54.91,49.98,25.31,20.03,29.81,0.00,16.22,8.53,0.00,12.86,0.00,13.24,0.00,26.99,32.12,68.98,69.70,80.00,46.78,18.02,0.00,0.00
Orthoclase,38.20,38.91,----,16.94,15.75,19.34,14.02,3.21,5.66,0.91,2.69,17.34,24.71,0.00,5.91,3.67,0.00,2.86,33.61,13.42,49.63,3.65,7.40,1.96,5.26,15.00,11.72,7.59,0.00,0.00
Muscovite,8.79,14.32,5.32,----,21.10,13.53,5.87,5.82,6.57,25.91,2.60,9.28,9.46,0.00,14.75,8.29,0.00,15.34,8.43,13.91,0.00,1.64,13.33,0.00,8.11,0.00,12.25,15.23,0.00,0.00
Biotite,4.62,5.27,3.52,14.15,----,20.63,5.81,1.59,13.63,14.30,3.00,32.42,7.50,0.00,32.75,32.65,0.00,16.17,0.00,6.43,0.00,12.70,30.38,5.20,3.71,0.00,5.42,26.50,0.00,0.00
Chlorite,0.12,0.13,0.21,0.40,1.75,----,0.39,0.07,1.86,0.00,0.00,1.13,0.04,0.00,6.98,11.42,0.00,0.79,0.00,0.41,0.00,0.00,0.09,0.00,0.14,0.00,0.38,5.28,0.00,0.00
Apatite,0.06,0.25,0.13,0.13,0.14,0.35,----,0.00,0.21,6.38,0.00,1.51,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.93,0.00,0.00,0.00,0.06,0.01,0.00,0.00
Pyroxene/Amphibole,0.33,0.08,0.02,0.04,0.09,0.06,0.00,----,0.15,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.36,12.30,0.32,0.00,1.24,0.00,2.48,0.01,0.00,2.78,0.07,0.00,0.00
Garnet,0.05,0.27,0.03,0.11,0.32,0.80,0.47,0.07,----,0.00,0.00,1.85,0.00,0.00,0.00,0.35,0.00,0.33,0.00,0.08,0.00,0.86,0.24,0.00,0.10,0.00,0.09,0.27,0.00,0.00
Epidote,0.00,0.01,0.00,0.01,0.02,0.00,0.62,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Tourmaline,0.08,0.02,0.00,0.01,0.01,0.00,0.00,0.05,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.00,0.00
Other Silicates,0.00,0.01,0.01,0.03,0.14,0.09,0.28,0.00,0.18,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.05,0.00,0.00
Zircon,0.17,0.12,0.13,0.10,0.16,0.01,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.03,0.04,0.00,0.00
Titanite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rutile,0.02,0.03,0.02,0.09,0.45,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.29,0.00,0.23,0.00,0.97,0.00,0.00,0.00,0.00,0.01,0.00,0.03,1.31,0.00,0.00
Ilmenite,0.01,0.00,0.00,0.02,0.09,0.83,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.05,----,0.00,0.13,0.00,0.46,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.31,0.00,0.00
Chromite,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fe oxides,0.12,0.08,0.02,0.34,0.53,0.46,0.02,0.16,0.23,0.00,0.00,0.43,0.00,0.00,0.45,1.30,0.00,----,0.00,26.22,0.00,4.95,0.00,0.00,0.01,0.00,0.47,0.80,0.00,0.00
Other oxides,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
Sulfides,0.07,0.05,0.05,0.19,0.42,0.10,0.04,0.18,0.17,0.00,0.00,1.28,0.00,0.00,1.97,2.27,0.00,20.50,0.00,----,0.00,1.02,0.00,0.00,0.00,0.00,0.51,0.19,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivene,0.13,0.06,0.01,0.01,0.10,0.00,0.00,0.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.22,0.00,----,0.00,0.00,0.05,0.00,0.15,0.17,0.00,0.00
Other REE Minerals,0.05,0.10,0.05,0.10,0.46,0.01,0.38,0.00,0.26,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.09,0.11,0.00,0.00
Carbonates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00
Clay Minerals,0.62,2.36,0.36,1.69,3.86,5.87,0.02,0.86,1.48,0.00,5.56,4.57,0.00,0.00,2.47,5.21,0.00,0.17,4.22,0.26,0.00,0.57,0.47,0.00,----,0.00,1.82,5.76,0.00,0.00
Other Minerals,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,0.32,0.47,0.15,0.99,3.66,5.79,0.02,0.15,2.06,0.00,0.36,3.72,0.40,0.00,6.45,14.70,0.00,3.15,0.00,0.90,0.00,2.83,0.43,0.00,0.39,0.00,0.79,----,0.00,0.00
Clinochlore,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00
Ankerite+clay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----
[Unclassified],1.06,2.58,0.81,2.34,1.54,1.46,0.49,30.39,1.21,1.60,0.64,0.00,0.59,0.00,0.68,0.26,0.00,4.95,21.66,7.79,0.00,3.08,2.25,0.00,2.47,5.00,----,1.97,0.00,0.00
Free particles,0.00,0.08,0.00,0.02,0.01,0.13,0.00,8.32,0.56,0.00,3.21,0.41,0.12,0.00,1.75,0.00,0.00,0.00,3.28,0.07,0.00,0.00,0.00,0.00,4.04,0.00,2.47,0.20,0.00,0.00
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
CCR-18-1 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,12.89,11.36,13.81,4.39,3.71,1.18,2.53,10.38,16.59,13.11,0.00,5.87,3.19,16.64,4.26,0.25,3.08,0.68,3.53,0.00,17.45,15.79,2.40,4.87,22.78,7.07,16.78,7.73,8.23
Plagioclase,11.39,----,50.35,40.35,3.73,1.81,3.63,0.08,3.71,24.97,6.45,0.00,4.00,2.73,1.72,1.61,0.00,0.00,0.00,0.00,0.00,0.00,10.42,12.17,29.81,0.00,4.87,3.97,19.54,0.29
Orthoclase,8.13,14.76,----,4.41,1.94,0.00,0.87,0.81,0.30,1.56,4.05,0.00,1.24,1.61,0.74,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,3.42,0.00,1.16,7.36,0.34,0.00
Muscovite,1.64,9.76,0.40,----,0.75,0.58,0.00,0.01,0.25,1.40,0.00,0.00,0.12,0.37,1.79,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98,0.00,1.79,0.52,0.75,0.00
Biotite,0.75,0.34,0.36,2.59,----,5.48,0.01,0.69,0.45,3.13,0.00,0.00,0.70,0.72,1.01,1.73,0.00,0.76,0.15,0.00,0.00,0.00,3.46,0.00,0.22,0.00,0.03,0.59,0.00,0.10
Chlorite,0.12,0.48,0.00,2.34,1.19,----,0.00,1.13,4.22,0.43,3.04,0.00,0.25,0.05,0.00,0.25,0.28,1.49,0.00,0.00,0.00,2.13,0.02,0.00,0.22,0.00,0.36,1.94,1.33,0.00
Apatite,0.90,0.50,1.00,0.00,0.47,0.00,----,0.78,1.12,1.77,0.04,1.06,7.24,6.90,2.06,2.73,0.00,0.00,0.30,0.00,0.00,0.00,4.13,0.00,0.40,0.00,1.33,0.00,0.00,0.34
Pyroxene/Amphibole,0.11,0.45,0.25,0.15,2.34,0.29,0.06,----,0.62,1.12,0.11,0.00,1.50,0.96,0.52,0.26,0.00,2.90,0.45,5.33,0.00,0.00,0.07,0.00,4.47,0.00,1.73,11.42,2.53,0.13
Garnet,0.58,1.10,0.05,0.49,1.97,27.66,1.14,0.20,----,1.07,1.69,0.85,0.82,1.25,0.40,0.33,0.09,5.53,0.00,7.26,0.00,33.33,0.04,4.64,3.28,28.39,9.36,9.00,2.72,3.79
Epidote,4.97,18.20,1.45,11.33,20.92,2.94,1.35,1.19,3.34,----,11.75,0.46,1.30,1.43,0.69,1.82,0.00,0.00,0.00,0.00,0.00,0.00,2.25,12.14,7.37,0.00,13.05,8.63,28.30,38.28
Tourmaline,0.12,0.96,0.02,0.00,0.00,3.26,0.00,0.00,0.49,0.50,----,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,0.00,0.41,0.47,1.64,0.00
Other Silicates,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,1.44,0.04,0.00,----,0.08,0.04,0.54,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.33,0.00,0.00,0.00
Zircon,2.14,0.18,0.32,0.15,1.67,0.05,2.56,3.56,0.84,1.05,0.00,0.08,----,3.13,1.30,1.70,0.00,3.67,0.23,0.00,0.00,0.00,1.09,0.00,0.21,0.00,14.50,0.00,0.00,0.00
Titanite,0.91,1.03,0.45,0.60,7.23,0.97,2.74,0.88,1.87,4.82,2.07,0.20,4.30,----,13.26,10.36,0.00,8.72,17.43,0.00,0.00,0.00,0.91,9.98,8.34,0.00,8.64,3.66,12.01,1.98
Rutile,2.28,1.17,2.33,4.94,3.16,0.00,1.26,1.04,1.06,1.33,0.00,0.72,0.54,16.05,----,20.63,0.00,1.13,5.74,0.00,0.00,0.00,0.55,3.89,10.85,0.00,4.74,0.85,4.60,0.11
Ilmenite,2.32,1.59,0.70,6.15,18.99,0.91,3.56,4.32,1.58,1.00,0.02,14.86,2.10,7.47,35.10,----,0.00,28.97,46.87,3.23,80.00,0.00,1.90,8.98,2.79,0.00,3.66,1.13,6.17,0.91
Chromite,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.08,0.00,0.88,0.00,3.43,0.00
Fe oxides,0.00,0.00,0.00,0.00,0.15,1.55,0.00,0.83,1.16,0.00,0.00,0.00,0.29,0.37,0.02,0.32,0.00,----,0.00,0.00,0.00,8.51,0.00,0.00,0.00,0.00,0.14,0.15,0.00,0.00
Other oxides,0.75,0.00,0.00,0.00,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.06,1.16,3.95,0.00,0.00,----,0.00,0.00,0.00,0.34,1.50,0.00,0.00,0.08,0.00,0.00,0.00
Sulfides,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00
Sulfates,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00
Olivene,0.23,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.03,0.05,0.00,0.00
Other REE Minerals,1.98,0.02,0.38,0.00,1.46,0.08,0.04,0.01,0.24,0.51,0.00,0.00,0.02,0.61,0.79,0.64,0.03,0.00,1.28,0.00,0.00,0.00,----,0.00,0.06,0.00,1.81,0.02,0.00,0.00
Carbonates,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.08,0.00,0.00,0.00,0.01,0.02,0.01,0.00,0.00,0.20,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00,0.79,0.00
Clay Minerals,1.21,4.22,0.31,5.27,1.81,0.92,0.18,5.95,1.00,2.83,8.99,11.68,0.50,1.28,6.12,0.81,12.85,0.00,0.00,0.00,0.00,0.00,1.36,0.00,----,0.00,1.05,5.75,4.57,0.04
Other Minerals,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,----,0.00,0.00,0.00,0.00
Biotite-Ti,0.28,0.30,0.20,1.13,1.69,11.53,0.00,10.38,6.83,1.62,1.28,0.00,0.00,0.09,0.62,0.13,0.00,1.14,0.00,4.15,0.00,4.54,0.21,0.00,1.07,0.00,0.31,----,1.88,0.10
Clinochlore,0.54,0.17,0.01,0.39,0.00,2.14,0.00,0.14,0.03,0.51,3.21,0.00,0.00,0.35,0.22,0.10,2.06,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.87,0.00,0.13,0.17,----,0.43
Ankerite+clay,0.01,0.01,0.00,0.00,0.14,0.00,0.01,0.01,0.41,0.12,0.00,0.00,0.00,0.12,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.52,----
[Unclassified],4.26,3.67,3.12,5.14,0.09,5.07,4.45,8.08,14.42,5.99,6.12,44.19,23.60,6.61,3.31,2.30,37.53,3.33,0.91,0.00,20.00,4.26,24.73,0.00,6.34,0.00,----,1.48,0.92,26.61
Free particles,53.54,28.20,26.92,0.76,25.87,30.96,76.18,57.31,42.91,27.57,38.06,25.89,45.52,43.47,11.97,44.61,46.90,38.73,25.76,76.50,0.00,29.79,31.46,42.54,2.17,48.83,22.38,24.67,0.23,18.66
Total,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EDF17-1 - Liberation analysis #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,----,32.91,32.18,24.04,29.01,17.57,24.78,21.87,20.00,19.74,24.95,21.17,24.15,100.00,26.90,23.49,0.00,26.23,14.95,7.74,0.00,32.36,47.01,12.53,27.61,0.00,19.27,23.36,15.34,0.00
Plagioclase,40.22,----,47.57,36.67,15.73,16.50,32.36,4.18,31.45,17.43,16.08,15.22,26.90,0.00,20.55,11.68,0.00,18.25,7.34,5.68,0.00,23.67,19.30,5.46,33.53,68.19,27.49,19.38,18.54,0.00
Orthoclase,30.13,31.91,----,20.93,15.65,5.57,19.03,7.10,10.40,11.14,8.08,9.04,17.11,0.00,14.72,11.10,0.00,15.99,7.42,17.36,0.00,10.56,24.84,14.29,16.69,31.81,14.25,10.29,15.49,0.00
Muscovite,2.24,5.78,2.06,----,1.10,1.57,1.22,0.17,0.82,0.18,0.90,0.62,1.08,0.00,1.23,0.75,0.00,0.73,0.00,0.52,0.00,0.44,0.00,0.00,1.90,0.00,1.91,0.59,3.78,0.00
Biotite,4.05,2.33,2.75,2.51,----,20.06,2.22,0.19,4.18,9.56,1.06,1.93,1.50,0.00,5.91,10.59,0.00,8.49,2.11,0.00,0.00,7.33,0.00,0.00,1.31,0.00,1.68,20.65,1.23,0.00
Chlorite,0.04,0.02,0.02,0.04,0.60,----,0.00,0.00,1.15,0.00,0.05,0.16,0.00,0.00,0.07,0.07,0.00,0.14,0.00,0.00,0.00,0.37,0.00,0.00,0.01,0.00,0.04,0.58,4.47,0.00
Apatite,0.35,0.40,0.23,0.18,0.26,0.00,----,0.21,0.04,19.65,0.07,0.61,3.34,0.00,0.46,0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.52,14.94,0.15,0.00,0.18,0.16,0.00,0.00
Pyroxene/Amphibole,0.37,0.07,0.08,0.09,0.10,0.00,0.38,----,0.03,0.00,0.01,0.00,0.00,0.00,0.01,0.27,0.00,0.82,12.27,0.00,0.00,0.51,0.00,0.00,0.05,0.00,5.60,0.11,0.00,0.00
Garnet,0.20,0.34,0.14,0.11,0.32,2.84,0.04,0.01,----,2.28,1.79,0.43,0.20,0.00,0.24,0.50,0.00,1.08,0.00,0.00,0.00,1.62,0.00,0.00,0.11,0.00,0.25,1.17,2.35,0.00
Epidote,0.01,0.01,0.00,0.00,0.05,0.00,1.71,0.00,0.03,----,0.00,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00
Tourmaline,0.45,0.22,0.15,0.11,0.08,0.06,0.10,0.00,1.59,0.00,----,2.76,0.00,0.00,0.26,0.42,0.00,0.70,0.00,0.00,0.00,0.83,0.00,0.00,0.81,0.00,0.41,0.26,0.17,0.00
Other Silicates,0.36,0.22,0.18,0.13,0.29,0.78,0.73,0.00,0.56,0.43,3.16,----,0.21,0.00,0.35,0.35,0.00,0.34,0.55,0.00,0.00,0.46,0.00,0.00,0.94,0.00,0.56,0.35,0.21,0.00
Zircon,0.12,0.11,0.07,0.14,0.01,0.00,0.42,0.00,0.06,0.91,0.00,0.01,----,0.00,0.12,0.17,0.00,0.27,0.00,19.07,0.00,0.03,0.00,0.00,0.04,0.00,0.10,0.01,0.00,0.00
